province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Pulau Pinang,Malaysia,2022-07-13,5.4141,100.3288,POINT(100.3288 5.4141),286941,2006,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-11-03,5.4141,100.3288,POINT(100.3288 5.4141),145687,1609,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-07-23,5.4141,100.3288,POINT(100.3288 5.4141),288993,2007,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-04-15,5.4141,100.3288,POINT(100.3288 5.4141),274368,1966,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-11-21,5.4141,100.3288,POINT(100.3288 5.4141),150701,1639,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-04-23,5.4141,100.3288,POINT(100.3288 5.4141),276119,1978,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-05-03,5.4141,100.3288,POINT(100.3288 5.4141),277638,1983,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-04-09,5.4141,100.3288,POINT(100.3288 5.4141),272362,1959,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-02-13,5.4141,100.3288,POINT(100.3288 5.4141),179017,1775,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-10-18,5.4141,100.3288,POINT(100.3288 5.4141),140407,1530,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-10-17,5.4141,100.3288,POINT(100.3288 5.4141),140175,1523,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-10-06,5.4141,100.3288,POINT(100.3288 5.4141),297871,2029,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-09-09,5.4141,100.3288,POINT(100.3288 5.4141),295633,2029,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-11-12,5.4141,100.3288,POINT(100.3288 5.4141),148073,1622,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-07-30,5.4141,100.3288,POINT(100.3288 5.4141),290537,2008,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-11-04,5.4141,100.3288,POINT(100.3288 5.4141),146027,1611,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-07-22,5.4141,100.3288,POINT(100.3288 5.4141),288807,2007,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-11-20,5.4141,100.3288,POINT(100.3288 5.4141),150430,1638,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-12-29,5.4141,100.3288,POINT(100.3288 5.4141),160659,1740,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-07-14,5.4141,100.3288,POINT(100.3288 5.4141),287101,2006,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-07-06,5.4141,100.3288,POINT(100.3288 5.4141),286031,2005,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-04-08,5.4141,100.3288,POINT(100.3288 5.4141),271990,1959,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-02-12,5.4141,100.3288,POINT(100.3288 5.4141),177451,1775,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-04-24,5.4141,100.3288,POINT(100.3288 5.4141),276298,1978,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-03-29,5.4141,100.3288,POINT(100.3288 5.4141),266250,1939,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-06-27,5.4141,100.3288,POINT(100.3288 5.4141),284955,1998,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-05-10,5.4141,100.3288,POINT(100.3288 5.4141),278482,1986,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-10-05,5.4141,100.3288,POINT(100.3288 5.4141),297786,2029,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-10-25,5.4141,100.3288,POINT(100.3288 5.4141),142887,1578,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-07-19,5.4141,100.3288,POINT(100.3288 5.4141),288164,2006,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-08-27,5.4141,100.3288,POINT(100.3288 5.4141),294547,2017,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-03-12,5.4141,100.3288,POINT(100.3288 5.4141),239267,1865,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-09-07,5.4141,100.3288,POINT(100.3288 5.4141),295463,2029,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-04-20,5.4141,100.3288,POINT(100.3288 5.4141),275534,1976,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-02-04,5.4141,100.3288,POINT(100.3288 5.4141),169330,1771,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-03-06,5.4141,100.3288,POINT(100.3288 5.4141),224488,1836,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-03-14,5.4141,100.3288,POINT(100.3288 5.4141),242952,1878,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-03-22,5.4141,100.3288,POINT(100.3288 5.4141),258643,1918,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-12-30,5.4141,100.3288,POINT(100.3288 5.4141),160987,1740,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-12-06,5.4141,100.3288,POINT(100.3288 5.4141),154883,1666,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-08-24,5.4141,100.3288,POINT(100.3288 5.4141),294259,2017,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-10-10,5.4141,100.3288,POINT(100.3288 5.4141),136879,1461,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-09-22,5.4141,100.3288,POINT(100.3288 5.4141),122595,107603,1197,0,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-07-29,5.4141,100.3288,POINT(100.3288 5.4141),290346,2008,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-09-02,5.4141,100.3288,POINT(100.3288 5.4141),295089,2028,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-12-22,5.4141,100.3288,POINT(100.3288 5.4141),159159,1722,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-10-04,5.4141,100.3288,POINT(100.3288 5.4141),297712,2029,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-09-16,5.4141,100.3288,POINT(100.3288 5.4141),296245,2029,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-11-14,5.4141,100.3288,POINT(100.3288 5.4141),148703,1629,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-07-16,5.4141,100.3288,POINT(100.3288 5.4141),287585,2006,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-07-20,5.4141,100.3288,POINT(100.3288 5.4141),288369,2006,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-04-26,5.4141,100.3288,POINT(100.3288 5.4141),276588,1979,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-10-24,5.4141,100.3288,POINT(100.3288 5.4141),142616,1564,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-05-04,5.4141,100.3288,POINT(100.3288 5.4141),277698,1983,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-04-30,5.4141,100.3288,POINT(100.3288 5.4141),277355,1982,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-10-19,5.4141,100.3288,POINT(100.3288 5.4141),140800,1536,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-09-19,5.4141,100.3288,POINT(100.3288 5.4141),296433,2029,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-01-27,5.4141,100.3288,POINT(100.3288 5.4141),166607,1768,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-06-29,5.4141,100.3288,POINT(100.3288 5.4141),285204,1998,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-12-28,5.4141,100.3288,POINT(100.3288 5.4141),160481,1740,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-08-02,5.4141,100.3288,POINT(100.3288 5.4141),291096,2009,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-07-07,5.4141,100.3288,POINT(100.3288 5.4141),286159,2005,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-10-31,5.4141,100.3288,POINT(100.3288 5.4141),144847,1595,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-10-04,5.4141,100.3288,POINT(100.3288 5.4141),133229,1409,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-06-14,5.4141,100.3288,POINT(100.3288 5.4141),282902,1995,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-10-12,5.4141,100.3288,POINT(100.3288 5.4141),137726,1494,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-09-24,5.4141,100.3288,POINT(100.3288 5.4141),124878,1237,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-08-22,5.4141,100.3288,POINT(100.3288 5.4141),294046,2017,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-12-20,5.4141,100.3288,POINT(100.3288 5.4141),158754,1713,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-11-29,5.4141,100.3288,POINT(100.3288 5.4141),152879,1648,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-08-14,5.4141,100.3288,POINT(100.3288 5.4141),293162,2013,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-06-06,5.4141,100.3288,POINT(100.3288 5.4141),281994,1991,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-03-16,5.4141,100.3288,POINT(100.3288 5.4141),247717,1890,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-01-20,5.4141,100.3288,POINT(100.3288 5.4141),164822,1765,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-09-04,5.4141,100.3288,POINT(100.3288 5.4141),295240,2028,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-05-27,5.4141,100.3288,POINT(100.3288 5.4141),280948,1991,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-05-19,5.4141,100.3288,POINT(100.3288 5.4141),280004,1990,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-11-26,5.4141,100.3288,POINT(100.3288 5.4141),152111,1645,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-08-09,5.4141,100.3288,POINT(100.3288 5.4141),292374,2011,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-04-02,5.4141,100.3288,POINT(100.3288 5.4141),268894,1946,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-07-28,5.4141,100.3288,POINT(100.3288 5.4141),290100,2008,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-09-01,5.4141,100.3288,POINT(100.3288 5.4141),295014,2027,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-04-10,5.4141,100.3288,POINT(100.3288 5.4141),272717,1959,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-11-18,5.4141,100.3288,POINT(100.3288 5.4141),149707,1635,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-09-08,5.4141,100.3288,POINT(100.3288 5.4141),295548,2029,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-01-23,5.4141,100.3288,POINT(100.3288 5.4141),165587,1767,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-07-31,5.4141,100.3288,POINT(100.3288 5.4141),290753,2009,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-02-05,5.4141,100.3288,POINT(100.3288 5.4141),169852,1771,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-05-15,5.4141,100.3288,POINT(100.3288 5.4141),279471,1987,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-06-23,5.4141,100.3288,POINT(100.3288 5.4141),284258,1996,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-10-21,5.4141,100.3288,POINT(100.3288 5.4141),141559,1550,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-08-11,5.4141,100.3288,POINT(100.3288 5.4141),292753,2012,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-07-03,5.4141,100.3288,POINT(100.3288 5.4141),285728,2000,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-11-01,5.4141,100.3288,POINT(100.3288 5.4141),145165,1599,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-04-07,5.4141,100.3288,POINT(100.3288 5.4141),271465,1958,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-11-17,5.4141,100.3288,POINT(100.3288 5.4141),149380,1635,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-12-25,5.4141,100.3288,POINT(100.3288 5.4141),159854,1732,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-02-19,5.4141,100.3288,POINT(100.3288 5.4141),190769,1784,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2022-03-27,5.4141,100.3288,POINT(100.3288 5.4141),264931,1928,,,,,"Pulau Pinang, Malaysia"
Pulau Pinang,Malaysia,2021-10-09,5.4141,100.3288,POINT(100.3288 5.4141),136337,1460,,,,,"Pulau Pinang, Malaysia"
Perlis,Malaysia,2022-06-16,6.4449,100.2048,POINT(100.2048 6.4449),17503,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-07,6.4449,100.2048,POINT(100.2048 6.4449),5667,118,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-09,6.4449,100.2048,POINT(100.2048 6.4449),14121,155,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-24,6.4449,100.2048,POINT(100.2048 6.4449),6126,122,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-04,6.4449,100.2048,POINT(100.2048 6.4449),17953,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-02,6.4449,100.2048,POINT(100.2048 6.4449),6421,124,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-14,6.4449,100.2048,POINT(100.2048 6.4449),4830,94,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-21,6.4449,100.2048,POINT(100.2048 6.4449),18117,189,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-10-01,6.4449,100.2048,POINT(100.2048 6.4449),18480,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-15,6.4449,100.2048,POINT(100.2048 6.4449),7402,137,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-05,6.4449,100.2048,POINT(100.2048 6.4449),7286,136,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-13,6.4449,100.2048,POINT(100.2048 6.4449),4748,94,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-15,6.4449,100.2048,POINT(100.2048 6.4449),17499,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-05-23,6.4449,100.2048,POINT(100.2048 6.4449),17402,186,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-23,6.4449,100.2048,POINT(100.2048 6.4449),10835,140,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-03,6.4449,100.2048,POINT(100.2048 6.4449),12877,146,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-09-15,6.4449,100.2048,POINT(100.2048 6.4449),18359,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-04-11,6.4449,100.2048,POINT(100.2048 6.4449),17065,180,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-19,6.4449,100.2048,POINT(100.2048 6.4449),15820,169,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-07-27,6.4449,100.2048,POINT(100.2048 6.4449),17854,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-25,6.4449,100.2048,POINT(100.2048 6.4449),6172,122,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-18,6.4449,100.2048,POINT(100.2048 6.4449),18096,189,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-04,6.4449,100.2048,POINT(100.2048 6.4449),7261,136,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-05-20,6.4449,100.2048,POINT(100.2048 6.4449),17393,186,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-20,6.4449,100.2048,POINT(100.2048 6.4449),15910,169,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-26,6.4449,100.2048,POINT(100.2048 6.4449),11577,142,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-16,6.4449,100.2048,POINT(100.2048 6.4449),7405,137,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-04,6.4449,100.2048,POINT(100.2048 6.4449),13147,147,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-01,6.4449,100.2048,POINT(100.2048 6.4449),7191,136,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-18,6.4449,100.2048,POINT(100.2048 6.4449),17508,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-09,6.4449,100.2048,POINT(100.2048 6.4449),5730,118,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-16,6.4449,100.2048,POINT(100.2048 6.4449),4914,99,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-09-27,6.4449,100.2048,POINT(100.2048 6.4449),18448,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-19,6.4449,100.2048,POINT(100.2048 6.4449),7433,138,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-05-08,6.4449,100.2048,POINT(100.2048 6.4449),17308,182,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-01,6.4449,100.2048,POINT(100.2048 6.4449),3973,73,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-03,6.4449,100.2048,POINT(100.2048 6.4449),17441,187,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-07-24,6.4449,100.2048,POINT(100.2048 6.4449),17828,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-22,6.4449,100.2048,POINT(100.2048 6.4449),6052,122,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-04-27,6.4449,100.2048,POINT(100.2048 6.4449),17255,182,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-16,6.4449,100.2048,POINT(100.2048 6.4449),6878,131,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-08,6.4449,100.2048,POINT(100.2048 6.4449),5692,118,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-09-27,6.4449,100.2048,POINT(100.2048 6.4449),3697,61,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-03,6.4449,100.2048,POINT(100.2048 6.4449),17932,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-01,6.4449,100.2048,POINT(100.2048 6.4449),6374,124,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-28,6.4449,100.2048,POINT(100.2048 6.4449),5340,111,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-05-07,6.4449,100.2048,POINT(100.2048 6.4449),17302,182,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-20,6.4449,100.2048,POINT(100.2048 6.4449),18108,189,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-07-12,6.4449,100.2048,POINT(100.2048 6.4449),17690,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-10,6.4449,100.2048,POINT(100.2048 6.4449),5760,118,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-08,6.4449,100.2048,POINT(100.2048 6.4449),13897,153,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-04-14,6.4449,100.2048,POINT(100.2048 6.4449),17127,181,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-30,6.4449,100.2048,POINT(100.2048 6.4449),17596,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-06,6.4449,100.2048,POINT(100.2048 6.4449),17977,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-04,6.4449,100.2048,POINT(100.2048 6.4449),6514,127,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-19,6.4449,100.2048,POINT(100.2048 6.4449),6948,132,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-05-21,6.4449,100.2048,POINT(100.2048 6.4449),17395,186,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-09-29,6.4449,100.2048,POINT(100.2048 6.4449),3795,66,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-07-10,6.4449,100.2048,POINT(100.2048 6.4449),17686,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-18,6.4449,100.2048,POINT(100.2048 6.4449),7424,137,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-02,6.4449,100.2048,POINT(100.2048 6.4449),17436,187,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-09-28,6.4449,100.2048,POINT(100.2048 6.4449),18450,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-02,6.4449,100.2048,POINT(100.2048 6.4449),7204,136,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-10,6.4449,100.2048,POINT(100.2048 6.4449),8387,138,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-31,6.4449,100.2048,POINT(100.2048 6.4449),7169,136,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-11-23,6.4449,100.2048,POINT(100.2048 6.4449),6083,122,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-15,6.4449,100.2048,POINT(100.2048 6.4449),4884,97,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-05-09,6.4449,100.2048,POINT(100.2048 6.4449),17321,182,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-30,6.4449,100.2048,POINT(100.2048 6.4449),7607,138,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-17,6.4449,100.2048,POINT(100.2048 6.4449),17507,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-04-29,6.4449,100.2048,POINT(100.2048 6.4449),17269,182,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-07-25,6.4449,100.2048,POINT(100.2048 6.4449),17834,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-09,6.4449,100.2048,POINT(100.2048 6.4449),17467,187,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-10,6.4449,100.2048,POINT(100.2048 6.4449),17469,187,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-02,6.4449,100.2048,POINT(100.2048 6.4449),7682,138,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-05-28,6.4449,100.2048,POINT(100.2048 6.4449),17416,186,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-07-01,6.4449,100.2048,POINT(100.2048 6.4449),17601,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-10,6.4449,100.2048,POINT(100.2048 6.4449),14369,156,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-29,6.4449,100.2048,POINT(100.2048 6.4449),18194,191,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-25,6.4449,100.2048,POINT(100.2048 6.4449),16388,174,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-17,6.4449,100.2048,POINT(100.2048 6.4449),9504,139,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-05-13,6.4449,100.2048,POINT(100.2048 6.4449),17356,185,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-27,6.4449,100.2048,POINT(100.2048 6.4449),7107,135,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-05-30,6.4449,100.2048,POINT(100.2048 6.4449),17423,187,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-06,6.4449,100.2048,POINT(100.2048 6.4449),7898,138,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-06-22,6.4449,100.2048,POINT(100.2048 6.4449),17529,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-04-22,6.4449,100.2048,POINT(100.2048 6.4449),17216,182,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-10-20,6.4449,100.2048,POINT(100.2048 6.4449),5017,106,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-07,6.4449,100.2048,POINT(100.2048 6.4449),13707,153,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-09-28,6.4449,100.2048,POINT(100.2048 6.4449),3716,62,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-09-12,6.4449,100.2048,POINT(100.2048 6.4449),18334,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-08-05,6.4449,100.2048,POINT(100.2048 6.4449),17965,188,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-31,6.4449,100.2048,POINT(100.2048 6.4449),7618,138,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-09-13,6.4449,100.2048,POINT(100.2048 6.4449),18341,192,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-03,6.4449,100.2048,POINT(100.2048 6.4449),6470,126,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-03-05,6.4449,100.2048,POINT(100.2048 6.4449),13375,151,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-17,6.4449,100.2048,POINT(100.2048 6.4449),7413,137,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-25,6.4449,100.2048,POINT(100.2048 6.4449),11370,142,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-03,6.4449,100.2048,POINT(100.2048 6.4449),7216,136,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-02-11,6.4449,100.2048,POINT(100.2048 6.4449),8514,139,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2021-12-18,6.4449,100.2048,POINT(100.2048 6.4449),6932,132,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-04-13,6.4449,100.2048,POINT(100.2048 6.4449),17104,181,,,,,"Perlis, Malaysia"
Perlis,Malaysia,2022-01-12,6.4449,100.2048,POINT(100.2048 6.4449),7376,137,,,,,"Perlis, Malaysia"
